,year,make,model,sub_model,price,exterior_color,engine,drive_type,fuel_type,transmission
197,2021,Nissan,Titan,S Crew Cab 4WD,"$44,607",Glacier White,5.6L V-8 Gas,4WD,Gas,Automatic
198,2021,Nissan,Titan,SV Crew Cab 2WD,"$49,378",Glacier White,5.6L V-8 Gas,RWD,Gas,Automatic
199,2020,Lincoln,Aviator,Reserve AWD,No Price Available,Ceramic White,3.0L V-6 Gas Turbocharged,AWD,Gas,Automatic
200,2021,Ford,EcoSport,SE FWD,"$23,792",Lightning Blue Metallic,1.0L Inline-3 Gas Turbocharged,FWD,Gas,Automatic
201,2021,Dodge,Challenger,R/T RWD,"$45,675",Pitch Black Clearcoat,5.7L V-8 Gas,RWD,Gas,Manual
202,2021,Dodge,Durango,SXT Plus AWD,"$46,570",Db Black Clearcoat,3.6L V-6 Gas,AWD,Gas,Automatic
203,2021,Dodge,Challenger,R/T RWD,"$36,778",Smoke Show,5.7L V-8 Gas,RWD,Gas,Manual
204,2021,Dodge,Challenger,R/T RWD,"$35,866",F8 Green,5.7L V-8 Gas,RWD,Gas,Manual
205,2021,Nissan,Altima,2.5 Platinum AWD,"$34,621",Pearl White Tricoat,2.5L Inline-4 Gas,AWD,Gas,Automatic
206,2021,Nissan,Titan XD,SV,"$56,778",Gun Metallic,5.6L V-8 Gas,4WD,Gas,Automatic
207,2021,Nissan,Kicks,SR,"$27,062",Electric Blue Metallic,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
208,2021,Jeep,Grand Cherokee,L Limited 4WD,"$52,210",Diamond Black Crystal Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
209,2021,Volkswagen,Jetta,SE Automatic,"$25,294",Pyrite Silver Metallic,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
210,2021,Hyundai,Sonata,SEL Plus,"$33,507",Calypso Red,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
211,2021,Ford,Edge,SEL AWD,"$40,746",Burgundy Velvet Metallic Tinted Clearcoat,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
212,2022,GMC,Sierra 2500HD,Denali Crew Cab Standard Bed 4WD,"$81,417",Quicksilver Metallic,6.6L V-8 Diesel Turbocharged,4WD,Diesel,Automatic
213,2021,Nissan,Rogue,S FWD,"$29,408",Gun Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
214,2021,Ford,Explorer,ST 4WD,"$62,251",Agate Black Metallic,3.0L V-6 Gas Turbocharged,4WD,Gas,Automatic
215,2021,Ford,F-150,XL SuperCrew 5.5' Box 4WD,"$46,166",Lead Foot,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic
216,2022,Toyota,Highlander,Hybrid LE FWD,"$41,771",Ruby Flare Pearl,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic
217,2021,Ford,Edge,SE AWD,"$32,368",Carbonized Gray Metallic,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
218,2020,Chevrolet,Traverse,LS with 1LS FWD,"$33,298",Summit White,3.6L V-6 Gas,FWD,Gas,Automatic
219,2021,Ford,Expedition,Max XLT 4WD,"$69,519",Agate Black Metallic,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic
220,2022,Kia,Sportage,EX AWD,"$35,773",Steel Gray,2.4L Inline-4 Gas,AWD,gas,Automatic
221,2022,Kia,Niro,Hybrid LXS,"$26,060",Snow White Pearl,1.6L Inline-4 Hybrid,FWD,Hybrid,Automatic
222,2021,Ford,Escape,SE FWD,"$27,654",Iconic Silver Metallic,1.5L Inline-3 Gas Turbocharged,FWD,Gas,Automatic
223,2021,Ram,ProMaster Cargo Van,"2500 High Roof 136""","$46,256",Unknown,3.6L V-6 Gas,FWD,Gas,Automatic
224,2021,Ford,Bronco Sport,Badlands,"$37,131",Carbonized Gray Metallic,2.0L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
225,2022,Kia,Sorento,LX AWD,"$35,123",Gravity Grey,2.5L Inline-4 Gas,AWD,Gas,Automatic
226,2021,Mazda,CX-5,Grand Touring AWD,"$31,313",Deep Crystal Blue Mica,2.5L Inline-4 Gas,AWD,gas,Automatic
227,2022,Mitsubishi,Outlander,SEL S-AWC,"$40,531",White Diamond,2.5L Inline-4 Gas,4WD,Gas,Automatic
228,2021,Jeep,Gladiator,High Altitude,"$54,077",Black Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
229,2021,Ford,F-150,XL SuperCrew 5.5' Box 4WD,"$48,856",Iconic Silver Metallic,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic
230,2021,Dodge,Challenger,R/T RWD,"$54,593",Gold Rush,5.7L V-8 Gas,RWD,Gas,Automatic
231,2021,Ram,1500,"Laramie Crew Cab 6'4"" Box 2WD","$60,396",Hydro Blue Pearlcoat,5.7L V-8 Gas,RWD,Gas,Automatic
232,2021,Ram,1500 Classic,"Warlock Quad Cab 6'4"" Box 4WD","$44,617",Patriot Blue Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
233,2021,Nissan,Altima,2.5 S FWD,"$26,482",Super Black,2.5L Inline-4 Gas,FWD,Gas,Automatic
234,2021,Nissan,Altima,2.5 SR AWD,"$30,287",Super Black,2.5L Inline-4 Gas,AWD,Gas,Automatic
235,2021,Ram,ProMaster Cargo Van,"3500 High Roof 136""","$44,508",Bright White Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
236,2021,Jeep,Renegade,Latitude 4WD,"$30,227",Omaha Orange Clearcoat,1.3L Inline-4 Gas Turbocharged,4WD,Gas,Automatic
237,2021,Ram,ProMaster Cargo Van,"3500 Extended High Roof 159""","$45,947",Black Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
238,2021,Ford,Edge,SEL AWD,"$35,902",Oxford White,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
239,2021,Jeep,Grand Cherokee,Limited 4WD,"$50,059",Sangria Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
240,2021,Nissan,Kicks,S,"$21,047",Electric Blue Metallic,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
241,2021,BMW,X1,sDrive28i,"$45,574",Misano Blue Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
242,2022,Hyundai,Tucson,SEL AWD,"$36,365",Portofino Gray,2.5L Inline-4 Gas,AWD,Gas,Automatic
243,2022,Hyundai,Tucson,SEL AWD,"$36,424",Intense Blue,2.5L Inline-4 Gas,AWD,Gas,Automatic
244,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 2WD","$42,800",Bright White Clearcoat,5.7L V-8 Gas,RWD,Gas,Automatic
245,2022,Jeep,Compass,Latitude 4WD,"$28,457",Diamond Black Crystal Pearlcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
246,2021,Jeep,Cherokee,Latitude Lux FWD,"$35,741",Diamond Black Crystal Pearlcoat,3.2L V-6 Gas,FWD,Gas,Automatic
247,2021,Ram,1500 Classic,"Warlock Quad Cab 6'4"" Box 4WD","$44,617",Patriot Blue Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
248,2021,Nissan,Altima,2.5 S FWD,"$26,482",Super Black,2.5L Inline-4 Gas,FWD,Gas,Automatic
249,2021,Nissan,Altima,2.5 SR AWD,"$30,287",Super Black,2.5L Inline-4 Gas,AWD,Gas,Automatic
250,2022,GMC,Sierra 2500HD,Denali Crew Cab Standard Bed 4WD,"$81,417",Quicksilver Metallic,6.6L V-8 Diesel Turbocharged,4WD,Diesel,Automatic
251,2021,Ford,F-150,XL SuperCrew 5.5' Box 4WD,"$45,861",Agate Black Metallic,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic
252,2022,Kia,Soul,LX IVT,"$21,040",Snow White Pearl,2.0L Inline-4 Gas,FWD,Gas,Automatic
253,2021,Nissan,Kicks,SV,"$23,815",Boulder Gray Pearl,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
254,2021,Mazda,Mazda6,Grand Touring,"$31,810",Deep Crystal Blue,2.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
255,2021,Ram,ProMaster Cargo Van,"3500 High Roof 136""","$44,508",Bright White Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
256,2021,Dodge,Challenger,R/T RWD,"$54,593",Gold Rush,5.7L V-8 Gas,RWD,Gas,Automatic
257,2021,Ford,Edge,SEL AWD,"$35,902",Oxford White,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
258,2022,Toyota,Highlander,Hybrid LE FWD,"$41,771",Ruby Flare Pearl,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic
259,2021,Nissan,Kicks,SR,"$27,791",Scarlet Ember Tintcoat,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
260,2021,Nissan,Rogue Sport,S AWD,"$29,222",Scarlet Ember Tintcoat,2.0L Inline-4 Gas,AWD,Gas,Automatic
261,2021,Nissan,Titan,SV Crew Cab 4WD,"$49,308",Super Black,5.6L V-8 Gas,4WD,Gas,Automatic
262,2021,Nissan,Rogue,SV FWD,"$32,595",Pearl White Tricoat,2.5L Inline-4 Gas,FWD,Gas,Automatic
263,2020,Buick,Envision,Preferred FWD,"$32,214",Dark Moon Blue Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
264,2021,Nissan,Rogue,Platinum AWD,"$43,421",Unknown,2.5L Inline-4 Gas,AWD,Gas,Automatic
265,2021,Nissan,Rogue,SL AWD,"$37,829",Brilliant Silver Metallic,2.5L Inline-4 Gas,AWD,Gas,Automatic
266,2021,Dodge,Challenger,SXT RWD,"$35,001",Octane Red Pearlcoat,3.6L V-6 Gas,RWD,gas,Automatic
267,2022,Kia,Carnival,SX,"$57,222",Aurora Black,3.5L V-6 Gas,FWD,Gas,Automatic
268,2021,Mazda,CX-5,Grand Touring AWD,"$33,621",Sonic Silver Metallic,2.5L Inline-4 Gas,AWD,gas,Automatic
269,2021,Jeep,Cherokee,Altitude 4WD,"$33,368",Spitfire Orange Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
270,2021,Ram,1500 Classic,"Tradesman Crew Cab 5'7"" Box 4WD","$47,268",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,4WD,Gas,Automatic
271,2022,Audi,SQ5,Premium Plus SUV,"$62,523",Daytona Gray Metallic,3.0L V-6 Gas Turbocharged,AWD,Gas,Automatic
272,2022,Audi,Q5,Premium S line SUV,"$49,375",Navarra Blue Metallic,2.0L Inline-4 Hybrid Turbocharged,AWD,Hybrid,Automatic
273,2022,Audi,SQ5,Premium Plus SUV,"$62,523",Mythos Black Metallic,3.0L V-6 Gas Turbocharged,AWD,Gas,Automatic
274,2021,Hyundai,Sonata,SEL Plus,"$33,507",Calypso Red,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
275,2021,Ford,Edge,SEL AWD,"$40,746",Burgundy Velvet Metallic Tinted Clearcoat,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
276,2021,Ford,Explorer,ST 4WD,"$62,251",Agate Black Metallic,3.0L V-6 Gas Turbocharged,4WD,Gas,Automatic
277,2021,Ford,F-150,XL SuperCrew 5.5' Box 4WD,"$46,166",Lead Foot,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic
278,2021,Chevrolet,Silverado 1500,Custom Trail Boss Crew Cab Short Bed 4WD,"$48,348",Black,5.3L V-8 Gas,4WD,Gas,Automatic
279,2022,Ram,2500,"Tradesman Crew Cab 6'4"" Box 4WD","$53,577",Diamond Black Crystal Pearlcoat,6.4L V-8 Gas,4WD,Gas,Automatic
280,2021,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD","$52,059",Diamond Black Crystal Pearlcoat,5.7L V-8 Gas,4WD,Gas,Automatic
281,2021,Ram,ProMaster Cargo Van,"2500 High Roof 159""","$42,438",Bright White Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
282,2021,Mazda,CX-5,Grand Touring AWD,"$33,122",Eternal Blue Mica,2.5L Inline-4 Gas,AWD,gas,Automatic
283,2021,Mazda,CX-5,Grand Touring AWD,"$33,871",Deep Crystal Blue Mica,2.5L Inline-4 Gas,AWD,gas,Automatic
284,2021,Nissan,Altima,2.5 Platinum AWD,"$37,249",Pearl White Tricoat,2.5L Inline-4 Gas,AWD,Gas,Automatic
285,2021,Nissan,Rogue,Platinum AWD,"$43,097",Scarlet Ember Tintcoat,2.5L Inline-4 Gas,AWD,Gas,Automatic
286,2021,Nissan,Altima,2.5 SV AWD,"$32,801",Brilliant Silver Metallic,2.5L Inline-4 Gas,AWD,Gas,Automatic
287,2021,Nissan,Rogue,Platinum AWD,"$43,048",Boulder Gray Pearl/Super Black,2.5L Inline-4 Gas,AWD,Gas,Automatic
288,2021,Nissan,Altima,2.5 SR AWD,"$33,281",Pearl White Tricoat,2.5L Inline-4 Gas,AWD,Gas,Automatic
289,2021,Nissan,Rogue,SL AWD,"$37,829",Super Black,2.5L Inline-4 Gas,AWD,Gas,Automatic
290,2022,Nissan,Pathfinder,SV 4WD,"$45,524",Brilliant Silver Metallic,3.5L V-6 Gas,4WD,Gas,Automatic
291,2021,Nissan,Rogue,Platinum AWD,"$43,097",Pearl White Tricoat,2.5L Inline-4 Gas,AWD,Gas,Automatic
292,2021,Nissan,Rogue,S AWD,"$30,240",Scarlet Ember Tintcoat,2.5L Inline-4 Gas,AWD,Gas,Automatic
293,2022,Nissan,Pathfinder,SV 4WD,"$45,024",Super Black,3.5L V-6 Gas,4WD,Gas,Automatic
294,2021,Nissan,Rogue Sport,SV AWD,"$32,667",Brilliant Silver Metallic,2.0L Inline-4 Gas,AWD,Gas,Automatic
295,2021,Nissan,Rogue Sport,SV AWD,"$33,104",Magnetic Black Pearl,2.0L Inline-4 Gas,AWD,Gas,Automatic
296,2021,Nissan,Rogue,S AWD,"$29,606",Gun Metallic,2.5L Inline-4 Gas,AWD,Gas,Automatic
297,2021,Nissan,Rogue Sport,SV AWD,"$32,667",Gun Metallic,2.0L Inline-4 Gas,AWD,Gas,Automatic
298,2021,Nissan,Rogue,S AWD,"$29,836",Super Black,2.5L Inline-4 Gas,AWD,Gas,Automatic
299,2021,Buick,Encore,Preferred FWD,"$26,681",Ebony Twilight Metallic,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
300,2019,Volvo,S60,T6 Momentum AWD,No Price Available,Osmium Grey Metallic,2.0L Inline-4 Gas Supercharged and Turbocharged,AWD,Gas,Automatic
301,2021,Nissan,Rogue Sport,S AWD,"$27,783",Brilliant Silver Metallic,2.0L Inline-4 Gas,AWD,Gas,Automatic
302,2020,Kia,Forte,GT-Line IVT,No Price Available,Clear White,2.0L Inline-4 Gas,FWD,Gas,Automatic
303,2021,Nissan,Rogue Sport,S AWD,"$28,392",Gun Metallic,2.0L Inline-4 Gas,AWD,Gas,Automatic
304,2022,Nissan,Frontier,SV Crew Cab 2WD,"$36,852",Glacier White,3.8L V-6 Gas,RWD,Gas,Automatic
305,2022,Ram,2500,"Tradesman Crew Cab 6'4"" Box 4WD","$53,473",Flame Red Clearcoat,6.4L V-8 Gas,4WD,Gas,Automatic
306,2021,Jeep,Gladiator,High Altitude,"$56,911",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
307,2022,Nissan,Frontier,PRO-X Crew Cab 2WD,"$39,990",Gun Metallic,3.8L V-6 Gas,RWD,Gas,Automatic
308,2021,Nissan,Kicks,S,"$21,047",Electric Blue Metallic,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
309,2022,Toyota,Tacoma,SR5 Access Cab 6' Bed I4 2WD Automatic,"$33,539",Celestial Silver Metallic,2.7L Inline-4 Gas,RWD,Gas,Automatic
310,2022,Toyota,Tacoma,SR5 Access Cab 6' Bed I4 2WD Automatic,"$33,539",Celestial Silver Metallic,2.7L Inline-4 Gas,RWD,Gas,Automatic
311,2022,Volkswagen,Tiguan,SEL R-Line 4MOTION,"$39,355",Deep Black Pearl,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
312,2021,Volkswagen,Passat,2.0T R-Line,"$31,750",Pure White,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
313,2021,Volkswagen,Tiguan,2.0T SE FWD,"$30,942",Stone Blue Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
314,2022,Hyundai,Tucson,SEL AWD,"$35,859",Quartz White,2.5L Inline-4 Gas,AWD,Gas,Automatic
315,2022,Toyota,Corolla,SE CVT,"$25,621",Celestite,2.0L Inline-4 Gas,FWD,Gas,Automatic
316,2021,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD","$45,382",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
317,2022,Hyundai,Tucson,SEL AWD,"$36,365",Portofino Gray,2.5L Inline-4 Gas,AWD,Gas,Automatic
318,2022,Hyundai,Tucson,SEL AWD,"$36,424",Intense Blue,2.5L Inline-4 Gas,AWD,Gas,Automatic
319,2021,Ford,Edge,Titanium AWD,"$48,442",Lithium Gray,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
320,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD","$49,019",Billet Silver Metallic Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
321,2022,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD","$49,114",Granite Crystal Metallic Clearcoat,5.7L V-8 Gas,4WD,Gas,Automatic
322,2021,Ford,Escape,SE FWD,"$30,730",Agate Black Metallic,1.5L Inline-3 Gas Turbocharged,FWD,Gas,Automatic
323,2021,Chrysler,300,Touring RWD,"$31,476",Frostbite,3.6L V-6 Gas,RWD,Gas,Automatic
324,2022,Kia,Stinger,GT-Line AWD,"$41,509",Ceramic Silver,2.5L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
325,2022,Chevrolet,Bolt EUV,LT,"$32,951",Summit White,L - Electric,FWD,Electric,Automatic
326,2022,Audi,A5,Premium Sportback 40 TFSI,"$48,373",Navarra Blue Metallic,2.0L Inline-4 Hybrid Turbocharged,AWD,Hybrid,Automatic
327,2021,Nissan,Rogue Sport,SV AWD,"$29,676",Magnetic Black Pearl,2.0L Inline-4 Gas,AWD,Gas,Automatic
328,2021,Chrysler,Pacifica,Touring FWD,"$36,456",Bright White Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
329,2021,Jeep,Cherokee,Altitude 4WD,"$33,081",Bright White Clearcoat,2.4L Inline-4 Gas,4WD,Gas,Automatic
330,2021,Ford,F-150,XL SuperCrew 5.5' Box 4WD,"$46,274",Space White Metallic,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic
331,2021,Ford,Edge,SEL AWD,"$36,005",Iconic Silver Metallic,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
332,2022,Kia,Soul,LX IVT,"$21,040",Snow White Pearl,2.0L Inline-4 Gas,FWD,Gas,Automatic
333,2021,Subaru,Crosstrek,2.5i Limited CVT,"$30,714",Cool Gray Khaki,2.5L Flat-4 Gas,AWD,Gas,Automatic
334,2021,Jeep,Gladiator,High Altitude,"$56,646",Black Clearcoat,3.0L V-6 Diesel Turbocharged,4WD,Diesel,Automatic
335,2021,Chevrolet,Silverado 1500,Custom Trail Boss Crew Cab Short Bed 4WD,"$45,011",Summit White,5.3L V-8 Gas,4WD,Gas,Automatic
336,2021,BMW,X1,sDrive28i,"$42,844",Mineral White Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
337,2021,Jeep,Gladiator,Rubicon,"$54,182",Hydro Blue Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
338,2021,Ram,1500 Classic,"Warlock Quad Cab 6'4"" Box 4WD","$44,617",Diamond Black Crystal Pearlcoat,3.6L V-6 Gas,4WD,Gas,Automatic
339,2022,Nissan,Frontier,SV Crew Cab Long Bed 2WD,"$38,607",Gun Metallic,3.8L V-6 Gas,RWD,Gas,Automatic
340,2021,Ford,Escape,SE FWD,"$26,728",Desert Gold Metallic,1.5L Inline-3 Gas Turbocharged,FWD,Gas,Automatic
341,2021,Ford,F-150,XL SuperCrew 5.5' Box 2WD,"$44,343",Agate Black Metallic,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic
342,2021,Ford,Edge,SEL FWD,"$37,861",Desert Gold Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
343,2021,Ford,Expedition,Limited RWD,"$66,220",Magnetic Metallic,3.5L V-6 Gas Turbocharged,RWD,Gas,Automatic
344,2021,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,"$58,572",Oxford White,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic
345,2021,Ford,Ranger,Lariat SuperCrew 5' Box 2WD,"$39,801",Shadow Black,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
346,2021,Ford,Escape,SE FWD,"$31,289",Carbonized Gray Metallic,1.5L Inline-3 Gas Turbocharged,FWD,Gas,Automatic
347,2021,Ford,Edge,SEL FWD,"$36,968",Carbonized Gray Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
348,2022,Hyundai,Tucson,SEL AWD,"$36,365",Portofino Gray,2.5L Inline-4 Gas,AWD,Gas,Automatic
349,2022,Hyundai,Tucson,SEL AWD,"$36,424",Intense Blue,2.5L Inline-4 Gas,AWD,Gas,Automatic
350,2021,Ram,1500,"Laramie Crew Cab 6'4"" Box 2WD","$60,396",Hydro Blue Pearlcoat,5.7L V-8 Gas,RWD,Gas,Automatic
351,2021,Jeep,Gladiator,High Altitude,"$54,077",Black Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
352,2021,Ford,F-150,XL SuperCrew 5.5' Box 2WD,"$45,663",Agate Black Metallic,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic
353,2021,Ford,Explorer,Limited RWD,"$50,047",Rapid Red Metallic Tinted Clearcoat,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
354,2021,Ford,Expedition,Max XLT 4WD,"$69,519",Agate Black Metallic,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic
355,2022,Kia,Sportage,EX AWD,"$35,773",Steel Gray,2.4L Inline-4 Gas,AWD,gas,Automatic
356,2021,Ford,F-150,XL SuperCrew 5.5' Box 4WD,"$48,856",Iconic Silver Metallic,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic
357,2021,Lexus,UX,UX 250h AWD,"$39,565",Atomic Silver,2.0L Inline-4 Hybrid,AWD,Hybrid,Automatic
358,2021,Lexus,NX,NX 300 AWD,"$46,331",Caviar,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
359,2021,Lexus,UX,UX 250h F SPORT AWD,"$41,586",Ultra White,2.0L Inline-4 Hybrid,AWD,Hybrid,Automatic
360,2021,Ford,Mustang,GT Premium Fastback,"$82,841",Grabber Yellow,5.0L V-8 Gas,RWD,Gas,Manual
361,2021,Mercedes-Benz,Metris Cargo Van,"135"" Wheelbase Standard Roof","$46,583",Selinite Grey,2.0L Inline-4 Gas Supercharged,RWD,Gas,Automatic
362,2021,Chrysler,Pacifica,Limited AWD,"$56,076",Ocean Blue Metallic,3.6L V-6 Gas,AWD,Gas,Automatic
363,2021,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,"$47,663",Shadow Gray Metallic,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic
364,2021,BMW,X1,sDrive28i,"$42,844",Mineral White Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
365,2021,Jeep,Grand Cherokee,Limited 4WD,"$45,707",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
366,2021,Jeep,Wrangler,Unlimited Sport S,"$46,779",Granite Crystal Metallic Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
367,2021,Ford,Edge,Titanium AWD,"$45,987",Carbonized Gray Metallic,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
368,2021,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,"$52,129",Rapid Red Metallic Tinted Clearcoat,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic
369,2022,Toyota,4Runner,Limited 4WD,"$49,814",Army Green,4.0L V-6 Gas,4WD,Gas,Automatic
370,2021,Toyota,RAV4,XLE AWD,"$33,228",Blueprint,2.5L Inline-4 Gas,AWD,Gas,Automatic
371,2022,Mitsubishi,Outlander,SEL S-AWC,"$40,531",White Diamond,2.5L Inline-4 Gas,4WD,Gas,Automatic
372,2021,Nissan,Murano,SL AWD,"$44,133",Magnetic Black Pearl,3.5L V-6 Gas,AWD,Gas,Automatic
373,2021,Nissan,Murano,S AWD,"$36,785",Magnetic Black Pearl,3.5L V-6 Gas,AWD,Gas,Automatic
374,2021,Nissan,Altima,2.5 SR FWD,"$27,747",Brilliant Silver Metallic,2.5L Inline-4 Gas,FWD,Gas,Automatic
375,2021,Ford,Edge,SEL FWD,"$35,946",Burgundy Velvet Metallic Tinted Clearcoat,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
376,2021,Ford,Edge,SEL AWD,"$38,442",Lithium Gray,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic
377,2021,Ford,Mustang,GT Premium Fastback,"$82,841",Grabber Yellow,5.0L V-8 Gas,RWD,Gas,Manual
378,2019,Buick,Encore,Essence FWD,No Price Available,Ebony Twilight Metallic,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
379,2021,Jeep,Gladiator,Overland,"$49,877",Black Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
380,2021,Jeep,Gladiator,Freedom,"$52,245",Bright White Clearcoat,3.6L V-6 Gas,4WD,Gas,Automatic
381,2022,Ford,Maverick,XLT SuperCrew FWD,"$26,368",Velocity Blue Metallic,2.0L Inline-4 Gas,FWD,Gas,Automatic
382,2021,Ford,Edge,SEL FWD,"$36,853",Agate Black Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
383,2021,Ford,Edge,SE FWD,"$33,367",Agate Black Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
384,2021,Ford,Ranger,XLT SuperCrew 5' Box 2WD,"$32,871",Velocity Blue Metallic,2.3L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
385,2021,Ford,Escape,SE FWD,"$26,728",Desert Gold Metallic,1.5L Inline-3 Gas Turbocharged,FWD,Gas,Automatic
386,2021,Ford,F-150,XL SuperCrew 5.5' Box 2WD,"$44,343",Agate Black Metallic,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic
387,2021,Ford,Edge,SEL FWD,"$37,861",Desert Gold Metallic,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic
388,2021,Ford,Expedition,Limited RWD,"$66,220",Magnetic Metallic,3.5L V-6 Gas Turbocharged,RWD,Gas,Automatic
389,2021,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,"$58,572",Oxford White,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic
390,2021,Genesis,G80,2.5T RWD,"$49,052",Vik Black,2.5L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
391,2021,Genesis,G80,2.5T RWD,"$57,992",Black Forest Green,2.5L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
392,2021,Genesis,G80,2.5T RWD,"$58,077",Black Forest Green,2.5L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
393,2021,Genesis,G80,2.5T RWD,"$49,052",Black Forest Green,2.5L Inline-4 Gas Turbocharged,RWD,Gas,Automatic
394,2021,Ram,ProMaster Cargo Van,"3500 High Roof 136""","$44,508",Bright White Clearcoat,3.6L V-6 Gas,FWD,Gas,Automatic
