,year,make,model,sub_model,city,state,mileage,price,style,exterior_color,interior_color,engine,drive_type,fuel_type,transmission,accidents,title,owners,use_type
6243,2015,GMC,Yukon,XL Denali 4WD,Seguin,TX,124730,32794,SUV,Iridium Metallic,Jet Black,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
6244,2018,Toyota,RAV4,XLE AWD,Greensboro,NC,81735,22900,SUV,Magnetic Gray Metallic,Ash,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use
6245,2018,BMW,3 Series,340i Sedan RWD,San Francisco,CA,14555,38477,Sedan,Glacier Silver Metallic,Black/Dark Oyster,3.0L Inline-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
6246,2017,Ford,Explorer,XLT 4WD,Beaverton,OR,98382,21998,SUV,White Platinum Metallic Tri-Coat,Medium Light Camel,3.5L V-6 Gas,4WD,Gas,Automatic,1,Clean,2,Mixed Use
6247,2019,Toyota,Tundra,Limited CrewMax 5.5' Bed 5.7L 4WD,El Paso,TX,18819,49995,Pickup Truck,Silver Sky Metallic,Graphite,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6248,2020,Toyota,Corolla,LE CVT,Dallas,TX,32037,19649,Sedan,Black Sand Pearl,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use
6249,2017,Chevrolet,Silverado 1500,LT Crew Cab Short Box 2WD,Fort Worth,TX,42413,33704,Pickup Truck,Black,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
6250,2019,Kia,Forte,LXS IVT,Jenkintown,PA,13726,19885,Sedan,Deep Sea Blue,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6251,2018,Mercedes-Benz,E-Class,E 400 4MATIC Cabriolet,Daytona Beach,FL,21813,65588,Convertible,Polar White,Macchiato Beige/Espresso,3.0L V-6 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,2,Personal Use
6252,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Zionsville,IN,89678,33137,Pickup Truck,Oxford White,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6253,2018,GMC,Sierra 1500,SLT Crew Cab Short Box 4WD,Port Lavaca,TX,57995,38359,Pickup Truck,Quicksilver Metallic,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6254,2019,Toyota,Camry,L Automatic,Pinellas Park,FL,45514,22998,Sedan,Super White,Ash,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6255,2019,BMW,X5,xDrive40i,Naples,FL,32418,59451,SUV,Arctic Gray Metallic,Black,3.0L Inline-6 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use
6256,2020,Nissan,Rogue,S FWD,Killeen,TX,46162,22997,SUV,Magnetic Black Pearl,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6257,2021,Ford,F-150,XL SuperCrew 5.5' Box 2WD,Lubbock,TX,7693,42434,Pickup Truck,Velocity Blue Metallic,Black,5.0L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
6258,2019,Ram,1500 Classic,"Big Horn Quad Cab 6'4"" Box 4WD",San Angelo,TX,32994,37877,Pickup Truck,Granite Crystal Metallic Clearcoat,Diesel Gray/Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6259,2019,Mercedes-Benz,GLC,GLC 300 RWD,El Paso,TX,38233,38965,SUV,Brilliant Blue Metallic,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
6260,2019,Jeep,Cherokee,Limited FWD,Durham,NC,25170,25487,SUV,Granite Crystal Metallic Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6261,2016,Ford,Fusion,SE FWD,Austin,TX,133233,12306,Sedan,Shadow Black,Ebony,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use
6262,2015,Ford,Mustang,GT Fastback,Woodway,TX,62729,28959,Coupe,Black,Ebony,5.0L V-8 Gas,RWD,Gas,Manual,0,Clean,4,Personal Use
6263,2017,Ford,F-150,Lariat SuperCrew 5.5' Box RWD,Saint Augustine,FL,63091,37511,Pickup Truck,Shadow Black,Black,5.0L V-8 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
6264,2018,Toyota,RAV4,Adventure AWD,West Babylon,NY,35050,25990,SUV,Magnetic Gray Metallic,Black,2.5L Inline-4 Gas,AWD,Gas,Automatic,1,Clean,1,Personal Use
6265,2017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Hicksville,OH,50565,34640,Pickup Truck,Oxford White,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,0,Personal Use
6266,2020,Mercedes-Benz,GLC,GLC 300 SUV RWD,Fort Worth,TX,5008,43990,SUV,Gray,Beige,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use
6267,2014,Mercedes-Benz,GL,GL 450 4MATIC,Brooklyn,NY,119332,13995,SUV,Steel Gray Metallic,Unknown,4.7L V-8 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,3,Fleet Use
6268,2018,Chevrolet,Trax,LT FWD,Houston,TX,45639,17000,SUV,Summit White,Jet Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use
6269,2019,GMC,Terrain,SLT AWD,Tampa,FL,58410,23999,SUV,Summit White,Jet Black,1.5L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,2,Rental Use
6270,2015,Ford,F-150,XLT SuperCrew 5.5' Box RWD,Palm Coast,FL,122804,24995,Pickup Truck,Oxford White,Medium Earth Gray,5.0L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
6271,2019,Chevrolet,Silverado 1500,WT Regular Cab Long Box 2WD,Columbia,MO,23327,26744,Pickup Truck,Summit White,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,2,Fleet Use
6272,2013,Honda,CR-V,EX-L AWD,San Antonio,TX,97270,15990,SUV,Kona Coffee Metallic,Black,2.4L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,2,Personal Use
6273,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Saint Joseph,MN,79690,35990,Pickup Truck,Oxford White,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use
6274,2017,Hyundai,Tucson,Limited FWD,Auburn,AL,142622,15477,SUV,Sedona Sunset,Black,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,2,Clean,1,Personal Use
6275,2018,Toyota,Corolla,L CVT,Fort Lauderdale,FL,53149,16887,Sedan,Black Sand Pearl,Steel Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Personal Use
6276,2018,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Blackwood,NJ,49663,34900,Pickup Truck,Shadow Black,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6277,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Missoula,MT,22777,41999,Pickup Truck,Gray,Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6278,2018,Toyota,RAV4,XLE FWD,Jacksonville,FL,44500,25882,SUV,Magnetic Gray Metallic,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6279,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Raleigh,NC,69282,37998,Pickup Truck,Ingot Silver Metallic,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6280,2017,Toyota,Camry,SE I4 Automatic,Cary,NC,34196,20549,Sedan,Celestial Silver Metallic,Almond,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6281,2018,Jeep,Grand Cherokee,Overland 4WD,Reedley,CA,62564,34984,SUV,Diamond Black Crystal Pearlcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
6282,2018,Ford,Fusion,SE FWD,Hardin,MT,109174,14899,Sedan,Oxford White,Ebony,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
6283,2020,Chevrolet,Malibu,LT,Newport News,VA,52575,22621,Sedan,Mosaic Black Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Rental Use
6284,2016,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Fresno,CA,66874,31995,Pickup Truck,Oxford White,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6285,2018,Jeep,Wrangler,Willys Wheeler W (JK),Houston,TX,24275,31999,SUV,Rhino Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6286,2015,Kia,Optima,EX,El Cajon,CA,83841,12254,Sedan,Smokey Blue,Gray,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
6287,2020,Toyota,Corolla,LE CVT,Pelham,AL,25610,22990,Sedan,Super White,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
6288,2017,Nissan,Altima,2.5 S,Jonesboro,GA,105989,13995,Sedan,Super Black,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,2,Personal Use
6289,2019,Jeep,Wrangler,Sport S,Jacksonville,FL,22563,36400,SUV,Black Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6290,2018,Ford,Super Duty F-350,XLT 4WD Crew Cab 6.75' Box SRW,Minot,ND,63759,45995,Pickup Truck,White,Unknown,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Rental Use
6291,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Evansville,IN,64318,38590,Pickup Truck,Blue Jeans Metallic,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Personal Use
6292,2015,BMW,3 Series,328i xDrive Gran Turismo,Ocala,FL,92834,16998,Hatchback,Mineral Gray Metallic,Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,3,Fleet Use
6293,2014,Ford,Fusion,SE FWD,Palm Coast,FL,29312,16031,Sedan,Deep Impact Blue Metallic,Dune,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
6294,2014,Ford,Fusion,SE FWD,Fremont,CA,53427,15999,Sedan,Oxford White,Tan,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
6295,2014,Volkswagen,Passat,S Sedan 2.5 Auto (PZEV),San Diego,CA,86584,9995,Sedan,Black,Black,2.5L Inline-5 Gas,FWD,Gas,Automatic,0,Clean,3,Fleet Use
6296,2014,Hyundai,Sonata,GLS 2.4L Automatic,Chantilly,VA,126129,8900,Sedan,Harbor Gray Metallic,Gray,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use
6297,2019,Toyota,Camry,LE Automatic,Houston,TX,56041,21989,Sedan,Celestial Silver Metallic,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Mixed Use
6298,2018,Jeep,Wrangler,Unlimited Sport S (JL),Henderson,NV,36741,40980,SUV,Bright White Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6299,2017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Grand Junction,CO,49076,35995,Pickup Truck,Shadow Black,Grey,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6300,2013,Ford,F-150,XL Regular Cab 6.5' Box 2WD,Grass Valley,CA,10540,22899,Pickup Truck,Gray,Gray,3.7L V-6 Gas,RWD,Gas,Automatic,0,Clean,0,Personal Use
6301,1999,Porsche,911,Carrera Cabriolet Manual,Costa Mesa,CA,39179,36995,Convertible,Black,Black,3.4L Flat-6 Gas,RWD,Gas,Manual,0,Clean,3,Personal Use
6302,2019,Toyota,Highlander,XLE V6 FWD,Austin,TX,50071,34406,SUV,Predawn Gray Mica,Black,3.5L V-6 Gas,FWD,Gas,Automatic,1,Clean,2,Mixed Use
6303,2014,Ford,Fusion,SE FWD,Gilroy,CA,167863,9500,Sedan,Oxford White,Charcoal Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use
6304,2020,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",San Diego,CA,23323,45981,Pickup Truck,Billet Silver Metallic Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6305,2019,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Newnan,GA,38178,45500,Pickup Truck,Oxford White,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Personal Use
6306,2018,Ram,1500,"Longhorn Crew Cab 5'7"" Box 4WD",Tampa,FL,87157,40086,Pickup Truck,Brilliant Black Crystal Pearlcoat,Cattle Tan/Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6307,2016,Kia,Sportage,LX FWD,Ocala,FL,78784,14213,SUV,Clear White,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Rental Use
6308,2014,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Ogden,UT,133906,21395,Pickup Truck,Oxford White,Black,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use
6309,2019,Cadillac,XT5,Luxury AWD,Novi,MI,95500,26981,SUV,Crystal White Tricoat,Jet Black,3.6L V-6 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use
6310,2018,Ford,F-150,Raptor SuperCrew 5.5' Box 4WD,Santa Cruz,CA,48475,63988,Pickup Truck,Oxford White,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Personal Use
6311,2018,Toyota,RAV4,XLE FWD,Miami,FL,20339,25695,SUV,Electric Storm Blue,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6312,2018,Mercedes-Benz,C-Class,C 300 Sedan RWD,Ontario,CA,32214,34988,Sedan,Polar White,Silk Beige/Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Personal Use
6313,2014,Ford,Econoline Cargo Van,E-350 Super Duty Commercial,Rochester,NY,41580,23995,Cargo Van,Gray,Gray,5.4L V-8 Gas,RWD,Gas,Automatic,1,Clean,1,Personal Use
6314,2016,Kia,Soul,Base Automatic,Phoenix,AZ,115569,10649,Hatchback,Titanium Gray,Black,1.6L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Personal Use
6315,2020,Toyota,Camry,SE FWD Automatic,Fort Worth,TX,13533,27590,Sedan,Black,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,0,Personal Use
6316,2014,Toyota,Camry,2014 SE I4 Automatic,Indian Trail,NC,155718,11998,Sedan,White,Gray/Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Mixed Use
6317,2019,Chevrolet,Tahoe,LT RWD,Killeen,TX,70578,43995,SUV,Shadow Gray Metallic,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,3,Rental Use
6318,2010,Ford,Fusion,SE FWD,Sterling,VA,119500,6499,Sedan,Sterling Gray Metallic,Gray,3.0L V-6 Gas,FWD,Gas,Automatic,2,Clean,2,Personal Use
6319,2019,Honda,Accord,Sport 2.0T Automatic,Naples,FL,19703,29986,Sedan,San Marino Red,Black,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
6320,2019,Jeep,Grand Cherokee,Limited 4WD,Toms River,NJ,53014,31495,SUV,Bright White Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,1,Clean,1,Personal Use
6321,2012,Kia,Soul,+ Automatic,Austin,TX,130253,6999,Hatchback,Clear White,Black Seat Trim,2.0L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,3,Personal Use
6322,2017,Chevrolet,Silverado 1500,LTZ Crew Cab Short Box 2WD,Wake Forest,NC,126043,30499,Pickup Truck,Black,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Fleet Use
6323,2017,BMW,X3,xDrive28i AWD,Carmel,IN,98746,20750,SUV,Space Gray Metallic,Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,1,Clean,2,Mixed Use
6324,2019,Chevrolet,Silverado 1500,WT Regular Cab Long Box 2WD,Orlando,FL,7593,27989,Pickup Truck,Northsky Blue Metallic,Jet Black,4.3L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use
6325,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,El Paso,TX,30829,42300,Pickup Truck,Oxford White,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6326,2018,Jeep,Grand Cherokee,Laredo E RWD,Austin,TX,58617,27450,SUV,Diamond Black Crystal Pearlcoat,Black,3.6L V-6 Gas,RWD,Gas,Automatic,0,Clean,2,Personal Use
6327,2019,Toyota,Camry,SE Automatic,Simi Valley,CA,45407,26595,Sedan,Super White,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6328,2018,Jeep,Wrangler,Unlimited Rubicon (JL),Chicago,IL,21153,46995,SUV,Black Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Manual,0,Clean,1,Personal Use
6329,2018,Chevrolet,Malibu,LT with 1LT,Avondale,AZ,58350,19889,Sedan,Mosaic Black Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Mixed Use
6330,2018,Ford,Escape,SEL 4WD,Greensboro,NC,42331,21900,SUV,Ingot Silver Metallic,Charcoal Black,1.5L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use
6331,2007,BMW,M5,Sedan,Walled Lake,MI,83804,21997,Sedan,Black Sapphire Metallic,Black,5.0L V-10 Gas,RWD,Gas,Automatic,0,Clean,2,Personal Use
6332,2020,Toyota,4Runner,SR5 4WD,San Antonio,TX,47435,35850,SUV,Midnight Black Metallic,Sand Beige,4.0L V-6 Gas,4WD,Gas,Automatic,1,Clean,1,Rental Use
6333,2016,Ford,Focus,SE Sedan,Northumberland,PA,78729,11362,Sedan,Blue Candy Metallic Tinted Clearcoat,Charcoal Black,1.0L Inline-3 Gas Turbocharged,FWD,Gas,Manual,0,Clean,2,Personal Use
6334,2018,Chevrolet,Silverado 1500,LT Crew Cab Short Box 2WD,Columbus,TX,83518,33347,Pickup Truck,Summit White,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,2,Personal Use
6335,2019,Buick,Encore,Essence FWD,Henderson,NV,53593,19998,SUV,Quicksilver Metallic,Ebony,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Rental Use
6336,2019,Mitsubishi,Outlander Sport,ES 2.0 FWD CVT,Frederick,MD,15064,12998,SUV,Silver,Black,2.0L Inline-4 Gas,FWD,Gas,Automatic,1,Salvage History,1,Personal Use
6337,2019,Jeep,Cherokee,Limited 4WD,Newtonville,MA,23127,32499,SUV,Bright White Clearcoat,Black,2.0L V-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6338,2019,Chevrolet,Equinox,LT with 2LT AWD,Fort Lauderdale,FL,38232,25741,SUV,Nightfall Gray Metallic,Jet Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,1,Clean,1,Personal Use
6339,2019,Chevrolet,Equinox,LS with 1LS FWD,Leesburg,FL,35170,22992,SUV,Nightfall Gray Metallic,Medium Ash Gray,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use
6340,2018,Ford,Escape,S FWD,Mission,KS,77345,16487,SUV,Shadow Black,Charcoal Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6341,2017,Ford,Super Duty F-250,XLT Crew Cab 6.75' Bed 4WD,Abington,MA,78856,41630,Pickup Truck,Oxford White,Gray,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use
6342,2018,Mercedes-Benz,GLC,GLC 300 4MATIC SUV,Daytona Beach,FL,35135,34995,SUV,Designo Diamond White Metallic,Unknown,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use
6343,2018,Lincoln,MKZ,Reserve AWD,Laurel,MD,34140,27939,Sedan,White Platinum Metallic Tri-Coat,Ebony,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use
6344,2020,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",Pensacola,FL,17773,42997,Pickup Truck,Granite Crystal Metallic Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6345,2021,Toyota,Corolla,LE CVT,Leander,TX,18502,22990,Sedan,Black Sand Pearl,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6346,2013,Honda,Accord,EX-L Sedan I4 CVT,Tampa,FL,65633,15995,Sedan,Black,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Fleet Use
6347,2018,Toyota,RAV4,XLE FWD,Fort Pierce,FL,21113,30500,SUV,Super White,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6348,2006,Dodge,Sprinter,"2500 HC 140"" WB",Portland,OR,191575,14895,Cargo Van,Arctic White,Gray,2.7L Inline-5 Diesel Turbocharged,RWD,Diesel,Automatic,0,Clean,5,Fleet Use
6349,2019,Chevrolet,Silverado 1500,RST Double Cab Standard Box 4WD,Columbia City,IN,40159,41000,Pickup Truck,Summit White,Jet Black,5.3L Inline-8 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6350,2009,Honda,Fit,Sport Automatic,Columbus,OH,205562,4102,Sedan,Milano Red,Black,1.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use
6351,2019,Toyota,Camry,SE Automatic,Rockwall,TX,54952,23872,Sedan,Predawn Gray Mica,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6352,2018,Nissan,Sentra,S CVT,Pelham,AL,100112,12994,Sedan,Super Black,Charcoal,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use
6353,2019,Dodge,Grand Caravan,GT,Eugene,OR,60130,27985,Minivan,Billet Clearcoat,Black,3.6L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use
6354,2019,Jeep,Wrangler,Unlimited Rubicon,Castroville,TX,35372,53880,SUV,Granite Crystal Metallic Clearcoat,Black,2.0L V-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use
6355,2020,Chevrolet,Malibu,LT,Blackfoot,ID,84367,19950,Sedan,Summit White,Dark Atmosphere/ Medium Ash Gray,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Fleet Use
6356,2017,Mercedes-Benz,C-Class,C 300 4MATIC Sedan,Vero Beach,FL,31210,26998,Sedan,Lunar Blue Metallic,Silk Beige/Espresso Brown,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,1,Clean,3,Fleet Use
6357,2016,Kia,Soul,Base Manual,Euless,TX,84341,9995,Hatchback,Shadow Black,Black,1.6L Inline-4 Gas,FWD,Gas,Manual,0,Clean,2,Personal Use
6358,2018,BMW,3 Series,330i xDrive Sedan,Lancaster,PA,65029,28360,Sedan,Black Sapphire Metallic,Venetian Beige/Dk. Oyster,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use
6359,2018,Honda,Odyssey,EX-L,Manassas,VA,151768,22981,Minivan,Modern Steel Metallic,Gray,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
6360,2008,Chevrolet,Silverado 1500,LTZ Crew Cab Short Box 4WD,Council Bluffs,IA,190943,9500,Pickup Truck,Summit White,Light Titanium/Dark Titanium,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,5,Personal Use
6361,2012,Ford,Super Duty F-250,"Lariat Crew Cab 156"" 4WD",Mchenry,IL,74642,36750,Pickup Truck,White Platinum Metallic Tri-Coat,Adobe,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6362,2021,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,Westmont,IL,5508,52977,SUV,Black,Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,0,Personal Use
6363,2018,Jeep,Wrangler,Unlimited Sport S (JL),Mansfield,MA,36582,37500,SUV,Black Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,2,Clean,1,Fleet Use
6364,2018,Toyota,Corolla,LE CVT,San Antonio,TX,68330,18291,Sedan,Classic Silver Metallic,Ash,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use
6365,2020,Chevrolet,Malibu,LT,Houston,TX,23783,23179,Sedan,Shadow Gray Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use
6366,2018,Toyota,RAV4,XLE AWD,Chambersburg,PA,14064,27888,SUV,Magnetic Gray Metallic,Gray Cloth,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use
6367,2019,Jeep,Cherokee,Limited FWD,Roseville,CA,58761,24074,SUV,Granite Crystal Metallic Clearcoat,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Mixed Use
6368,2011,Mercedes-Benz,E-Class,E 550 4MATIC Luxury Sedan,Haskell,NJ,84436,16990,Sedan,White,Almond,5.5L V-8 Gas,AWD,Gas,Automatic,1,Clean,3,Personal Use
6369,2019,BMW,X5,xDrive40i,Elmhurst,IL,51863,52900,SUV,Mineral White Metallic,Cognac,3.0L Inline-6 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use
6370,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Homestead,FL,25917,40969,Pickup Truck,Bright White Clearcoat,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use
6371,2018,INFINITI,QX60,3.5 AWD,Edison,NJ,32343,39996,SUV,Black Obsidian,Graphite,3.5L V-6 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use
6372,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Rolla,MO,33560,43950,Pickup Truck,Blue,Unknown,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Personal Use
6373,2018,Toyota,Camry,LE I4 Automatic,Turlock,CA,82600,19998,Sedan,Midnight Black Metallic,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use
6374,2018,Nissan,Rogue,SV FWD,Jacksonville,FL,32635,23948,SUV,Pearl White,Charcoal,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use
