,year,make,model,sub_model,city,state,mileage,price,style,exterior_color,interior_color,engine,drive_type,fuel_type,transmission,accidents,title,owners,use_type,cpo
3798,2018,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,Clarksville,IN,"98,496","$25,984",Pickup Truck,Oxford White,Medium Light Camel,3.3L V-6 Gas,RWD,Gas,Automatic,0,Clean,2,Rental Use,True
3799,2019,Ford,Edge,SEL AWD,Highland,IN,"46,039","$27,990",SUV,Ingot Silver Metallic,Dune,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
3800,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Columbia,MO,"46,031","$39,484",Pickup Truck,Bright White Clearcoat,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use,True
3801,2002,Saab,9-3,2dr Conv SE,Kansas City,MO,"96,414","$6,995",Convertible,Black,Charcoal Gray,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,7,Fleet Use,True
3802,2015,Ford,Super Duty F-250,"Lariat Crew Cab 172"" 4WD",Keyport,NJ,"73,482","$40,745",Pickup Truck,Tuxedo Black Metallic,Black,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
3803,2019,Nissan,Frontier,SV Crew Cab 2WD Automatic,Castroville,TX,"26,716","$28,356",Pickup Truck,Magnetic Black Pearl,Steel,4.0L V-6 Gas,RWD,Gas,Automatic,0,Clean,2,Mixed Use,True
3804,2020,Chevrolet,Equinox,LT with 1LT AWD,Roseville,CA,"46,462","$22,955",SUV,Summit White,Medium Ash Gray,1.5L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Rental Use,True
3805,2019,Chevrolet,Tahoe,LT 4WD,Lemon Grove,CA,"45,830","$43,499",SUV,Summit White,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,1,Clean,1,Rental Use,True
3806,2019,GMC,Acadia,SLE with SLE-1 FWD,Houston,TX,"74,013","$25,591",SUV,Summit White,Jet Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3807,2020,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,West Palm Beach,FL,"36,525","$37,998",Pickup Truck,Magnetic Metallic,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3808,2015,Ford,F-150,XL SuperCab 6.5' Box RWD,Albuquerque,NM,"97,199","$21,000",Pickup Truck,White,Unknown,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
3809,2016,Ford,Fusion,SE FWD,Gulfport,MS,"179,080","$10,500",Sedan,Magnetic,Dune,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,3,Rental Use,True
3810,2017,Ford,F-150,XLT SuperCrew 5.5' Box RWD,Salisbury,NC,"47,777","$31,831",Pickup Truck,Ingot Silver Metallic,Dark Earth Gray,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,0,Personal Use,True
3811,2013,Chevrolet,Silverado 1500,LT Crew Cab Short Box 4WD,Castroville,TX,"108,680","$23,447",Pickup Truck,Summit White,Ebony,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3812,2018,Chevrolet,Silverado 1500,LT Z71 Crew Cab Short Box 4WD,Apollo Beach,FL,"94,254","$29,900",Pickup Truck,Silver Ice Metallic,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3813,2016,Ford,Fusion,S FWD,Phoenix,AZ,"94,377","$11,995",Sedan,Oxford White,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3814,2019,Jeep,Cherokee,Latitude FWD,Fort Myers,FL,"19,271","$19,935",SUV,Light Brownstone Pearlcoat,Black,3.2L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3815,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Lima,OH,"33,433","$36,990",Pickup Truck,Granite Crystal Metallic Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3816,2018,Jeep,Compass,Latitude 4WD,Blackwood,NJ,"43,411","$23,570",SUV,Diamond Black Crystal Pearlcoat,Black,2.4L Inline-4 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3817,2018,Mercedes-Benz,E-Class,E 300 Sedan RWD,Conroe,TX,"33,084","$38,498",Sedan,Black,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3818,2016,Ford,Super Duty F-250,"Lariat Crew Cab 172"" 4WD",Stone Mountain,GA,"214,413","$27,900",Pickup Truck,White,Black,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
3819,2014,Ford,Escape,SE 4WD,Belfast,ME,"167,327","$8,703",SUV,Deep Impact Blue,Grey,2.0L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Fleet Use,True
3820,2015,Chevrolet,Silverado 1500,LT with 1LT Crew Cab Short Box 2WD,San Antonio,TX,"112,795","$25,980",Pickup Truck,Summit White,Jet Black,5.3L V-8 Gas,RWD,Gas,Automatic,0,Clean,2,Fleet Use,True
3821,2015,GMC,Yukon,Denali RWD,Tomball,TX,"137,356","$28,990",SUV,Iridium Metallic,Jet Black,6.2L V-8 Gas,RWD,Gas,Automatic,1,Clean,2,Personal Use,True
3822,2021,Ford,F-150,XL SuperCrew 5.5' Box 2WD,Webster,TX,"5,340","$41,998",Pickup Truck,Oxford White,Black,5.0L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3823,2018,Ram,1500,"Limited Crew Cab 5'7"" Box 4WD",Marysville,WA,"50,066","$41,999",Pickup Truck,Red,Black,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3824,2016,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Boise,ID,"78,319","$28,499",Pickup Truck,White,Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3825,2016,Ford,Fusion,SE FWD,Roseville,CA,"82,182","$17,997",Sedan,Oxford White,Ebony,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Personal Use,True
3826,2018,Ford,F-150,XL SuperCrew 5.5' Box 2WD,Jennings,LA,"63,260","$32,132",Pickup Truck,Ingot Silver Metallic,Medium Earth Gray,5.0L V-8 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3827,2019,Lexus,ES,ES 350 F Sport FWD,Oakhurst,NJ,"8,394","$38,954",Sedan,Eminent White Pearl,Chateau W/Linear Dark Mocha Wood Trim,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3828,2018,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Houston,TX,"110,462","$28,991",Pickup Truck,Lightning Blue,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use,True
3829,2021,Ford,F-150,XL SuperCrew 5.5' Box 4WD,Columbus,TX,"9,670","$47,191",Pickup Truck,Agate Black Metallic,Black,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3830,2019,Toyota,Tacoma,SR Double Cab 5' Bed I4 2WD Automatic,Austin,TX,"26,773","$30,529",Pickup Truck,Magnetic Gray Metallic,Cement Gray,2.7L Inline-4 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3831,2018,Toyota,Camry,LE I4 Automatic,Napa,CA,"51,115","$23,333",Sedan,Super White,Ash,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3832,2016,Ford,Super Duty F-250,"XL SuperCab 158"" RWD",Roswell,GA,"131,180","$21,998",Pickup Truck,White,Unknown,6.2L V-8 Gas,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
3833,2019,Toyota,Tundra,SR5 CrewMax 5.5' Bed 5.7L 4WD,San Antonio,TX,"33,496","$44,797",Pickup Truck,Super White,Unknown,5.7L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3834,2016,Kia,Sorento,LX V6 AWD,Allentown,PA,"115,965","$13,995",SUV,Ebony Black,Satin Black,3.3L V-6 Gas,AWD,Gas,Automatic,1,Clean,4,Fleet Use,True
3835,2018,Nissan,Murano,S FWD,Decatur,TX,"37,288","$27,277",SUV,Pearl White,Graphite,3.5L V-6 Gas,FWD,Gas,Automatic,0,Clean,3,Personal Use,True
3836,2017,Kia,Sedona,LX,Wilsonville,OR,"54,489","$18,886",Minivan,Midnight Sapphire,Gray,3.3L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use,True
3837,2019,Ram,1500 Classic,"Big Horn Crew Cab 6'4"" Box 2WD",Fresno,CA,"46,440","$32,995",Pickup Truck,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,5.7L V-8 Gas,RWD,Gas,Automatic,0,Clean,2,Mixed Use,True
3838,2019,Volkswagen,Tiguan,SE 4MOTION,Modesto,CA,"34,809","$27,000",SUV,Stone Blue Metallic,Titan Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
3839,2018,Mercedes-Benz,C-Class,C 300 Sedan RWD,San Jose,CA,"44,015","$30,997",Sedan,Polar White,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
3840,2018,Honda,Accord,Sport 1.5T CVT,Eatontown,NJ,"26,486","$25,887",Sedan,Modern Steel Metallic,Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3841,2019,Ram,1500,"Big Horn/Lone Star Quad Cab 6'4"" Box 2WD",Brandon,FL,"53,684","$32,993",Pickup Truck,Diamond Black Crystal Pearlcoat,Black,5.7L V-8 Gas,RWD,Gas,Automatic,1,Clean,2,Rental Use,True
3842,2019,Nissan,Versa,SV Sedan CVT,Fort Worth,TX,"57,349","$15,990",Sedan,Brilliant Silver Metallic,Charcoal,1.6L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Rental Use,True
3843,2018,Ford,Explorer,XLT 4WD,Denver,CO,"40,523","$29,699",SUV,Oxford White,Ebony Black,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
3844,2018,Toyota,RAV4,LE FWD,Houston,TX,"39,588","$24,485",SUV,Red,Black,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3845,2019,Lexus,RX,RX 350 AWD,Oakhurst,NJ,"28,050","$44,857",SUV,Caviar,Stratus Gray W/Espresso Walnut Trim,3.5L V-6 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
3846,2016,Ford,F-150,Limited SuperCrew 5.5' Box 4WD *Late Avail*,Manteca,CA,"56,040","$47,988",Pickup Truck,Shadow Black,Unknown,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,3,Personal Use,True
3847,2013,Ford,F-150,XL Regular Cab 6.5' Box 4WD,Waukee,IA,"98,921","$15,934",Pickup Truck,Blue Jeans Metallic,Black,3.7L V-6 Gas,4WD,Gas,Automatic,0,Clean,3,Personal Use,True
3848,2016,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Loveland,CO,"57,291","$35,998",Pickup Truck,Oxford White,Medium Earth Gray,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
3849,2019,Chevrolet,Equinox,LT with 1LT FWD,Indianapolis,IN,"32,755","$24,750",SUV,Silver Ice Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3850,2017,Toyota,RAV4,XLE AWD,New Castle,PA,"106,230","$17,949",SUV,Silver Sky Metallic,Black,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
3851,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Fond Du Lac,WI,"18,389","$38,497",Pickup Truck,Billet Silver Metallic Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3852,2019,Mercedes-Benz,GLS,GLS 450 4MATIC SUV,Delray Beach,FL,"48,961","$50,947",SUV,Black,Black,3.0L V-6 Gas Turbocharged,AWD,Gas,Automatic,1,Clean,2,Rental Use,True
3853,2020,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,Princeton,WV,"12,321","$52,999",Pickup Truck,Oxford White,Black,5.0L V-8 Gas Twin-Turbo,4WD,Gas,Automatic,0,Clean,1,Rental Use,True
3854,2018,Honda,Accord,Sport 1.5T CVT,Santa Rosa,CA,"67,915","$24,500",Sedan,Platinum White Pearl,Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3855,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Milford,MA,"104,482","$30,990",Pickup Truck,Oxford White,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use,True
3856,2017,Ford,Fusion,SE FWD,Keller,TX,"49,980","$17,975",Sedan,Oxford White,Ebony,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,1,Clean,1,Personal Use,True
3857,2018,Tesla,Model S,P100D,Pomona,CA,"34,891","$86,998",Hatchback,Solid Black,Black,L - Electric,AWD,Electric,Automatic,0,Clean,1,Personal Use,True
3858,2018,Toyota,4Runner,Limited 4WD,Houston,TX,"48,468","$39,000",SUV,Barcelona Red Metallic,Black Graphite,4.0L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3859,2018,Ford,Explorer,Limited 4WD,Alcoa,TN,"50,505","$33,995",SUV,Magnetic Metallic,Ebony Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Mixed Use,True
3860,2018,Hyundai,Santa Fe Sport,Base 2.4L FWD,Brownsville,TX,"79,178","$19,227",SUV,Pearl White,Gray,2.4L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,1,Personal Use,True
3861,2016,Toyota,Corolla,S Plus CVT,Laurel,MD,"41,310","$15,429",Sedan,Blue Crush Metallic,Black,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3862,2017,Nissan,Rogue,S AWD,Sarasota,FL,"91,210","$14,991",SUV,Brilliant Silver,Charcoal,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,2,Rental Use,True
3863,2019,Ford,Fiesta,SE Sedan,Mcallen,TX,"26,229","$17,495",Sedan,Shadow Black,Charcoal Black,1.6L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3864,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Lake City,FL,"48,068","$36,800",Pickup Truck,Stone Gray,Dark Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,3,Fleet Use,True
3865,2016,Buick,Cascada,Premium,Chesterton,IN,"135,208","$14,911",Convertible,Carbon Black Metallic,Jet Black,1.6L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3866,2019,smart,EQ fortwo,passion coupe,Germantown,MD,"11,305","$16,990",Coupe,White,Black,L - Electric,RWD,Electric,Automatic,0,Clean,1,Personal Use,True
3867,2018,Volkswagen,Passat,2.0T SE,Rockaway,NJ,"55,458","$19,869",Sedan,Deep Black Pearl Metallic,Cornsilk Beige W/Brown,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3868,2017,Chevrolet,Silverado 1500,LT Crew Cab Short Box 4WD,Brownsville,TN,"125,643","$29,800",Pickup Truck,White,Unknown,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
3869,2018,Chevrolet,Malibu,LS with 1LS,Winchester,VA,"40,279","$17,500",Sedan,Mosaic Black Metallic,Dark Atmosphere/Medium Ash Gray,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3870,2018,Ford,F-150,King Ranch SuperCrew 5.5' Box 4WD,Carmel,IN,"27,004","$51,350",Pickup Truck,Oxford White,Black,3.0L V-6 Diesel Turbocharged,4WD,Diesel,Automatic,0,Clean,2,Fleet Use,True
3871,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Woodbridge,VA,"72,130","$30,000",Pickup Truck,Shadow Black,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3872,2019,BMW,5 Series,540i xDrive,Lubbock,TX,"30,961","$40,354",Sedan,Alpine White,Cognac,3.0L Inline-6 Gas Turbocharged,AWD,Gas,Automatic,1,Clean,1,Personal Use,True
3873,2019,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Ozark,MO,"15,224","$43,244",Pickup Truck,Stone Gray Metallic,Medium Earth Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
3874,2018,Ford,Explorer,XLT 4WD,Athens,GA,"78,031","$27,591",SUV,Ingot Silver Metallic,Medium Stone,3.5L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3875,2016,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Smyrna,GA,"102,121","$23,599",Pickup Truck,White,Gray,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
3876,2018,Honda,Accord,Sport 1.5T CVT,Gardena,CA,"19,431","$27,611",Sedan,Still Night Pearl,Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3877,2019,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",Franklin,IN,"45,037","$39,990",Pickup Truck,Bright White Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3878,2020,GMC,Sierra 1500,SLT Crew Cab Short Box 4WD,Edinburg,TX,"15,705","$53,793",Pickup Truck,Dark Sky Metallic,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3879,2019,Jeep,Cherokee,Trailhawk Elite 4WD,Minneapolis,MN,"42,079","$30,496",SUV,Pearl White Pearlcoat,Black,3.2L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3880,2013,Ford,F-150,XLT SuperCab 6.5' Box 4WD,Chesapeake,VA,"85,751","$19,895",Pickup Truck,Red,Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Rental Use,True
3881,2016,Jeep,Wrangler,Unlimited Sport,Jefferson City,MO,"66,972","$30,889",SUV,Bright White Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3882,2010,Ford,F-150,XL SuperCrew 5.5' Box 2WD,Garland,TX,"154,360","$11,999",Pickup Truck,Red,Tan,4.6L V-8 Gas,RWD,Gas,Automatic,0,Clean,3,Personal Use,True
3883,2019,BMW,X3,sDrive30i RWD,Fort Lauderdale,FL,"26,147","$35,769",SUV,Alpine White,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3884,2020,Hyundai,Elantra,SEL IVT (SULEV),Garland,TX,"18,731","$17,500",Sedan,Stellar Silver,Gray,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Rental Use,True
3885,2018,Ford,Flex,Limited EcoBoost AWD,Bryan,TX,"65,098","$26,888",SUV,Ingot Silver Metallic,Dune,3.5L V-6 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,2,Rental Use,True
3886,2010,Lincoln,MKS,3.7L FWD,Arlington,TX,"155,000","$5,900",Sedan,White Suede,Unknown,3.7L V-6 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3887,2013,Hyundai,Elantra,GLS Sedan Automatic,Duluth,GA,"51,377","$11,785",Sedan,Atlantic Blue,Gray,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3888,2018,Jeep,Compass,Limited 4WD,Cincinnati,OH,"34,934","$25,997",SUV,White Clearcoat,Black,2.4L Inline-4 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3889,2017,Ford,F-150,King Ranch SuperCrew 5.5' Box RWD,Albuquerque,NM,"56,678","$34,288",Pickup Truck,Ruby Red Metallic Tinted Clearcoat,Mesa,3.5L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,3,Mixed Use,True
3890,2012,Ford,Escape,XLT FWD,Kansas City,MO,"112,886","$9,300",SUV,Steel Blue Metallic,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Personal Use,True
3891,2018,Nissan,Rogue,SV AWD,Cincinnati,OH,"25,799","$24,715",SUV,Pearl White,Charcoal,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,Clean,2,Personal Use,True
3892,2011,Ford,F-150,XL Regular Cab 6.5' Box 2WD,Norco,CA,"64,550","$14,995",Pickup Truck,White,Unknown,3.7L V-6 Gas,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
3893,2016,Jeep,Wrangler,Unlimited Sport,Longmont,CO,"64,614","$28,994",SUV,Granite Crystal Metallic Clearcoat,Black,3.6L V-6 Gas,4WD,Gas,Manual,1,Clean,4,Personal Use,True
3894,2017,Ford,Escape,SE 4WD,Houston,TX,"48,889","$19,559",SUV,Oxford White,Medium Light Stone,1.5L Inline-4 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
3895,2019,Chevrolet,Malibu,LT with 1LT,Macon,GA,"55,796","$20,798",Sedan,Summit White,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3896,2015,Nissan,Versa,1.6 S Plus CVT,Phoenix,AZ,"79,155","$7,390",Sedan,Amethyst Gray,Charcoal,1.6L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3897,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Pelham,AL,"40,246","$38,995",Pickup Truck,Black Velvet,Black,2.7L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Fleet Use,True
3898,2018,Ford,Explorer,Platinum 4WD,San Jose,CA,"42,989","$36,400",SUV,White Platinum Metallic Tri-Coat,Ebony Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,1,Personal Use,True
3899,2015,Kia,Sorento,LX I4 FWD,Phoenix,AZ,"83,549","$14,537",SUV,Satin Metal,Black,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,3,Personal Use,True
3900,2018,Nissan,Rogue,SV FWD,Hialeah,FL,"36,869","$21,595",SUV,Pearl White,Almond,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3901,2020,Toyota,Camry,XSE FWD Automatic,Pinellas Park,FL,"15,554","$31,981",Sedan,Wind Chill Pearl,Cockpit Red,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,1,Personal Use,True
3902,2019,Volkswagen,Jetta,S Automatic,Anchorage,AK,"45,532","$18,995",Sedan,Pyrite Silver Metallic,Titan Black,1.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Rental Use,True
3903,2018,Ram,1500,"Laramie Crew Cab 6'4"" Box 4WD",Bradenton,FL,"29,877","$38,999",Pickup Truck,Brilliant Black Crystal Pearlcoat,Black,5.7L V-8 Gas Turbocharged,4WD,Gas,Automatic,1,Clean,1,Personal Use,True
3904,2020,Ford,Escape,SE FWD,Dallas,TX,"43,602","$25,797",SUV,Agate Black Metallic,Dark Earth Gray,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,1,Rental Use,True
3905,2015,Chevrolet,Silverado 1500,LT Z71 Crew Cab Short Box 4WD,Zanesville,OH,"60,069","$33,495",Pickup Truck,White Diamond Tricoat,Jet Black,5.3L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3906,2018,BMW,3 Series,330i xDrive Sedan,Wesley Chapel,FL,"14,176","$31,995",Sedan,Estoril Blue Metallic,Black,2.0L Inline-4 Gas Turbocharged,AWD,Gas,Automatic,0,Clean,1,Personal Use,True
3907,2019,Chevrolet,Express Cargo Van,2500 SWB,North Hollywood,CA,"145,768","$23,995",Cargo Van,Summit White,Medium Pewter,4.3L V-6 Gas,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3908,2015,Jeep,Grand Cherokee,Limited RWD,Nacogdoches,TX,"99,587","$20,500",SUV,Bright White Clearcoat,Black,3.6L V-6 Gas,RWD,Gas,Automatic,2,Clean,2,Personal Use,True
3909,2018,Mercedes-Benz,C-Class,C 300 Sedan RWD,West Palm Beach,FL,"53,299","$27,999",Sedan,Iridium Silver Metallic,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,1,Clean,1,Personal Use,True
3910,2019,Chevrolet,Malibu,LT with 1LT,Reedley,CA,"42,830","$22,482",Sedan,Silver Ice Metallic,Jet Black,1.5L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Rental Use,True
3911,2019,Ford,F-150,XL SuperCrew 5.5' Box 2WD,San Angelo,TX,"28,827","$38,740",Pickup Truck,Magnetic Metallic,Black,2.7L V-6 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,2,Personal Use,True
3912,2013,Ford,F-150,FX4 SuperCrew 5.5' Box 4WD,Sterling Heights,MI,"140,734","$18,995",Pickup Truck,Tuxedo Black Metallic,Black,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3913,2018,Mercedes-Benz,C-Class,C 300 Sedan RWD,Daytona Beach,FL,"15,152","$36,579",Sedan,Polar White,Black,2.0L Inline-4 Gas Turbocharged,RWD,Gas,Automatic,0,Clean,1,Personal Use,True
3914,2018,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,Woodbridge,VA,"23,822","$36,500",Pickup Truck,Magnetic Metallic,Medium Earth Gray,5.0L V-8 Gas,4WD,Gas,Automatic,0,Clean,1,Personal Use,True
3915,2018,Jeep,Renegade,Latitude FWD,Ocala,FL,"38,439","$20,419",SUV,Granite Crystal Metallic Clearcoat,Black,2.4L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3916,2018,Volkswagen,Passat,2.0T SE,Mckinney,TX,"28,185","$22,386",Sedan,Deep Black Pearl Metallic,Cornsilk Beige W/Brown,2.0L Inline-4 Gas Turbocharged,FWD,Gas,Automatic,0,Clean,2,Personal Use,True
3917,2017,Chevrolet,Silverado 1500,LTZ Z71 Crew Cab Standard Box 4WD,Odessa,TX,"50,100","$43,896",Pickup Truck,Black,Jet Black,6.2L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
3918,2014,Toyota,Camry,2014 L I4 Automatic,Roswell,GA,"124,736","$11,492",Sedan,Super White,Ivory,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,Clean,4,Personal Use,True
3919,2004,Land,Rover Range Rover,HSE,Kent,WA,"85,226","$12,880",SUV,Zambezi Silver,Charcoal/Jet,4.4L V-8 Gas,4WD,Gas,Automatic,0,Clean,2,Personal Use,True
3920,2016,Toyota,Camry,LE I4 Automatic,El Paso,TX,"104,219","$14,777",Sedan,Super White,Unknown,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,Clean,2,Fleet Use,True
